음식id,칼로리,음식명,단백질,지방,탄수화물,당류,콜레스트롤
4539,62,오징어무침_채소,5.85,0.93,7.6,5.54,49.17
4550,258,오징어채무침,23.6,5.53,28.41,18.71,227.73
6696,75,톳나물무침,1.87,2.09,12.28,6.94,0
6700,49,파래무침,3.53,1.7,4.97,1.73,2.17
6706,71,파무침,2.25,2.81,9.08,8.02,6.25
6836,124,풋고추된장무침_풋고추,2.37,7.35,12,8.43,0
6839,71,풋마늘무침,4.14,1.04,11.27,5.95,0
8576,52,피조개무침,4.71,0.95,6.07,3.72,14.87
8643,39,해초무침,0.95,0.16,8.52,3.95,0
8849,82,회무침,8.09,1.65,8.6,4.53,26.4
8850,81,회무침_가오리,11.33,1.16,6.35,5.47,277.64
1071,69,돌나물무침,1.66,3.18,8.3,5.26,0
135,71,고들빼기김치,3,1.38,11.52,4.4,3.9
519,33,깍두기,1.56,1.06,4.24,2.54,3.06
528,62,깻잎김치,2.82,1.72,8.92,4.04,0
578,10,나박김치,0.46,0.38,1.15,0.34,0
1074,14,동치미,0.29,0.37,2.28,1.45,0
1963,5,물김치_돌나물,0.31,0.08,0.75,0.35,0
2534,30,보쌈김치,2.19,0.72,3.73,1.69,5.98
2580,47,부추김치,2.68,1.16,6.36,4.08,0
4376,63,얼갈이배추김치,1.59,1.45,10.94,0.38,0
4511,38,오이김치,2.06,0.8,5.64,2.37,0
8,134,가자미식해,11.09,4.81,11.64,3.71,73.81
36,149,갈치젓_양념,15.53,5.08,10.28,4.91,112.27
1889,90,멸치젓_양념,11.4,1.6,7.4,0.6,117.6
2882,69,새우젓_양념,7.1,1.8,6,0.5,69.8
4546,60,오징어젓_양념,10.1,0.7,3.4,2.4,144.7
557,62,꽃게장_간장,7.02,1.1,6.04,4.21,48.91
558,97,꽃게장_양념,10.23,0.61,12.61,8.77,46.16
648,13,단무지,0.33,0.2,2.4,0.47,0
886,141,더덕장아찌,4.47,0.89,28.9,15.38,0
1813,65,매실장아찌_우메보시,1.27,1.77,11.03,7.87,0
1952,11,무짠지,0.54,0.12,1.98,1.58,0
1954,17,무초절임,0.52,0.3,3.05,1.75,0
4530,14,오이장아찌,0.36,0.28,2.54,1.04,0
4531,21,오이지,0.74,0.72,2.84,0,0
1982,70,미숫가루,2.08,2.27,10.42,0,0
4846,130,육회,9.93,6.43,8.12,5.29,28.09
1659,148,리소토/리조또_스파이시 씨푸드 리조또,5.81,,,2.49,
1660,185,리소토/리조또_치킨 크림 리조또,6.22,,,1.66,
2550,208,볶음밥_갈비천왕 치즈 치밥,10.97,,22.04,2.57,0.21
2554,170,볶음밥_달걀듬뿍 볶음밥,5.38,,,0.75,
2555,180,볶음밥_닭갈비 볶음밥,5,,,4,
2561,198,볶음밥_볼케이노 치즈 치밥,12.81,,20.66,2.83,0.17
2565,199,볶음밥_의성마늘 볶음밥,3.41,,,0.31,
4499,167,오므라이스_수플레 오믈렛 라이스,4.94,,,2.47,
4987,211,주먹밥_까르보나라 구운주먹밥,6,,,2,
4988,209,주먹밥_매콤 로제 구운주먹밥,5,,,3,
67,244,감자빵_강원도알감자빵,3.13,,,5,
66,313,감자빵_감자쫀득볼,3.95,,,15.18,
68,211,감자빵_못난이 감자크럼볼,1.33,,45.33,9.33,6.67
69,284,감자빵_포슬쫀득 감자빵,3.64,,,4.55,
100,311,건포도빵_건포도빵,7.53,,,9.25,
101,265,건포도빵_우리쌀건포도브레드,6,,,9.33,
121,313,계란빵_쌀계란빵,2,,,18,
122,248,계란빵_트윈에그 브레드,11.21,,,5.61,
344,315,기타빵_밤이랑고구마랑,7,,,7,
345,258,기타빵_별님고구마,6,,,6,
350,245,기타빵_춘천 감자빵,5,,,2.5,
341,339,기타빵_까눌레,6,,,22.5,
342,273,기타빵_달콤촉촉 고구마빵,1.82,,,18.18,
343,329,기타빵_롤링넛츠,6,15.9,40.4,9.1,
346,358,기타빵_씨앗가득고소함이찰떡,8,,,14.8,
347,222,기타빵_얼그레이 까눌레,4.44,,,24.44,
348,222,기타빵_오리지널 까눌레,4.44,,,24.44,
349,206,기타빵_우리쌀 막걸리로 만든 초당옥수수빵,4.85,0.79,44.85,13.33,0
351,450,기타빵_카라멜아몬드,10.7,24.9,45.8,12.1,
352,299,기타빵_톡톡쫄깃 옥수수빵,5,,,15,
524,302,깨찰빵_깨찰빵,4,,,4,
525,366,깨찰빵_씨앗찰빵,6,,,16,
526,373,깨찰빵_쫀득쫀득한찰깨빵,3.64,12.73,63.64,7.27,77.27
527,357,깨찰빵_쫀득한모카찰깨빵,4.29,,,11.43,
900,339,도넛_고구마품은 꽈배기,5.71,,,11.43,
901,479,도넛_골드초코 허니비 도넛,6.41,,,23.08,
902,420,도넛_글레이즈드 사워크림 도넛,2.5,,,35,
903,410,도넛_글레이즈드 초콜릿 케익 도넛,3.75,,,33.75,
904,404,도넛_글레이즈츄잉스타,1.92,,,11.54,
905,388,도넛_기라델리민트초코링 도넛,5.56,,,23.61,
906,384,도넛_깨찰 도넛,3.57,,,3.57,
908,369,도넛_뉴욕 치즈케익 도넛,5.56,,,20,
909,408,도넛_뉴패스트리 도넛,6.12,,,14.29,
910,469,도넛_다크초코링도넛,6.15,24.62,46.15,15.38,0
911,444,도넛_다크초코츄잉스타,3.7,27.78,38.89,9.26,18.52
913,304,도넛_단팥도너츠,8.75,,,16.25,
914,330,도넛_단팥품은 꽈배기,6.09,,,20,
915,343,도넛_달콤한 꿀도넛,5.71,10.29,60,8.57,0
918,348,도넛_달콤한꿀도넛,4.76,10.48,59.05,8.57,0
916,377,도넛_달콤한 왕꽈배기,5.45,,,12.73,
920,433,도넛_던킨카페모카롤,5.26,22.37,52.63,21.05,0
921,442,도넛_데니쉬 꽈배기,8,,,12,
922,341,도넛_돌돌말린소시지 도넛,7.06,15.29,45.88,7.06,0
926,433,도넛_딸기 와플넛,3.97,,,30.16,
927,405,도넛_딸기 우유크림 듬뿍 도넛,5.95,,,22.62,
928,433,도넛_딸기마카롱 도넛,7.69,,,5.77,
929,450,도넛_딸기츄이스티 도넛,1.92,,,17.31,
930,463,도넛_또르체티 이탈리아 꽈배기과자,7.5,,,12.5,
932,353,도넛_러블리듀얼하트 도넛,4.05,,,13.51,
935,481,도넛_레이디버그 도넛,6.49,,,22.08,
936,456,도넛_로투스 비스코프 도넛,6.1,,,17.07,
937,400,도넛_루비초코 블라썸 도넛,5.19,,,19.48,
941,293,도넛_못난이찹쌀고구마크림치즈 도넛,6.81,,,11.74,
942,560,도넛_못난이찹쌀깨찰 도넛,1,,,10,
940,291,도넛_못난이찹쌀 꽈배기,7.27,,,11.09,
943,276,도넛_못난이찹쌀모짜렐라치즈 도넛,10.71,,,8.14,
944,271,도넛_못난이찹쌀유자 도넛,6.57,,,19.43,
945,279,도넛_못난이찹쌀팥 도넛,7,,,20.86,
946,435,도넛_미니 오리지널 글레이즈드 도넛,8.7,,,21.74,
948,466,도넛_미니찹쌀도너츠,5.26,,,21.05,
947,395,도넛_미니찹쌀 도넛,4.76,9.52,72.38,17.14,0
949,415,도넛_밀크크림 플라워 도넛,5.63,,,22.54,
956,365,도넛_베리베리크림 도넛,5,,,6,
957,435,도넛_베이크드 헤이즐넛 쇼콜라넛,6.92,,,21.54,
959,364,도넛_보스톤크림 도넛,4.48,17.91,46.27,17.91,0
960,496,도넛_생도넛,5.71,,,22.86,
962,460,도넛_소금우유 도넛,3.33,25,51.67,20,48.33
963,391,도넛_소보로만난 앙넛,7.27,,,30.91,
964,392,도넛_솔티카라멜바이츠 도넛,5.41,,,14.86,
965,382,도넛_송사부 꽈배기,7.89,,,10.53,
966,444,도넛_슈거코티드 도넛,6.67,,,20,
967,420,도넛_스노우링 도넛,6,,,4,
970,420,도넛_시나몬슈가링 도넛,6,,,8,
971,468,도넛_아몬드초코링 도넛,8.06,,,8.06,
974,322,도넛_엄마랑장볼때먹던그때그도나쓰,3.7,,,15.56,
975,447,도넛_오리지널 글레이즈드 도넛,6.38,,,25.53,
976,436,도넛_오리지널 바이츠 도넛,7.14,,,22.32,
977,416,도넛_오리지널 우유 크림 필드 도넛,4.84,,,25.81,
978,417,도넛_오리지널 초콜릿 필드 도넛,6.45,,,32.26,
979,404,도넛_옥수수꽈배기 도넛,7.89,,,14.47,
980,332,도넛_옥수수찹쌀 도넛,4,,,20,
981,471,도넛_올드훼션드먼치킨,3.57,25.71,57.14,35.71,7.14
982,404,도넛_올리브츄이스티 도넛,2.04,20.41,53.06,12.24,16.33
983,335,도넛_왕크림 도넛,6.15,20,33.85,10.77,19.23
984,457,도넛_요거트올드훼션드 도넛,4.62,,,29.23,
988,399,도넛_우유크림 듬뿍 도넛,5.95,,,12.43,
991,373,도넛_쫄깃한 왕꽈배기,5.45,,,12.73,
992,340,도넛_쫄깃한찹쌀 도넛,6.17,,,23.46,
993,400,도넛_쫄깃한찹쌀스틱 시나몬,1.8,,,10,
997,462,도넛_찹쌀꽈배기도너츠,8,,,10,
995,366,도넛_찹쌀 꽈배기,6.15,,,9.23,
998,380,도넛_찹쌀도너츠,4,,,9.33,
996,336,도넛_찹쌀 도넛,6,,,24,
999,427,도넛_찹쌀페스츄리 도넛,7.27,,,12.73,
1003,453,도넛_초코 와플넛 도넛,4.76,,,29.37,
1005,413,도넛_초코마카롱 도넛,7.69,,,5.77,
1006,330,도넛_초코베리듀얼하트 도넛,2.63,,,11.84,
1008,489,도넛_초코홀릭 도넛,7.27,,,18.18,
1009,457,도넛_초콜릿 아이스드 글레이즈드 도넛,5.36,,,28.57,
1013,372,도넛_카라멜 아이스드 도넛,4.69,,,26.56,
1014,308,도넛_카스테라크림 꽈배기,6.67,,,10.83,
1018,413,도넛_카카오후로스티드 도넛,6.25,20.83,50,12.5,0
1019,406,도넛_카푸치노츄이스티 도넛,1.92,21.15,51.92,17.31,21.15
1021,376,도넛_케익꽈배기 도넛,7.06,20,41.18,10.59,41.18
1022,458,도넛_켈로그우유 도넛,3.08,,,12.31,
1023,473,도넛_쿠키&다크초코링도넛,5.33,24,52,18.67,0
1024,473,도넛_쿠키&화이트초코링도넛,5.33,26.67,52,20,0
1026,455,도넛_크로넛 글레이즈드 도넛,5.38,,,21.51,
1028,359,도넛_크림치즈 찹쌀도넛,6.36,,,14.55,
1029,422,도넛_통밀꽈배기,11.39,,,7.59,
1031,380,도넛_트위스트 글레이즈드 도넛,6.1,,,23.17,
1032,323,도넛_팥도넛,8,,,24,
1033,321,도넛_팥이팅 소보루 도넛,6.32,,,16.84,
1034,433,도넛_페이머스 글레이즈드 도넛,4.35,23.91,50,17.39,0
1036,360,도넛_프리미엄 스트로베리 필드 도넛,5.71,,,15.71,
1038,458,도넛_해피버스데이 도넛,6.59,,,19.78,
1041,449,도넛_허니후리터,5.41,24.32,48.65,14.86,0
1043,462,도넛_화이트초코링 도넛,6.15,,,18.46,
1044,444,도넛_화이트초코츄잉스타 도넛,3.7,,,14.81,
1046,350,도넛_흑미찹쌀 도넛,4,,,16,
899,451,도넛_BEURRE 헤이즐넛&바닐라 도넛,4.41,27.94,45.59,7.35,5.88
898,425,도넛_BEURRE 버터넛,4.11,19.18,58.9,28.77,8.22
907,420,도넛_남해마늘로만든버터갈릭 꽈배기,8.04,,,10.71,
912,310,도넛_단팥 도넛,6.67,9.52,44.76,16.19,0
917,378,도넛_달콤한 우리찹쌀 왕꽈배기,6.09,18.26,48.7,13.04,0
919,362,도넛_더블카라멜 도넛,5.63,,,25.35,
923,357,도넛_동글아기찹쌀 도넛,4.76,,,15.08,
924,458,도넛_디어 마이 러브 도넛,3.9,27.27,49.35,25.97,2.6
925,404,도넛_딸기 도넛,7.8,,,8.2,
931,338,도넛_라즈베리블라썸 도넛,4.41,,,23.53,
933,486,도넛_레드벨벳 먼치킨 도넛,3.57,27.14,57.14,21.43,14.29
934,404,도넛_레몬 도넛,7.8,,,8.2,
939,478,도넛_메이플링 도넛,10.2,,,14.29,
950,404,도넛_바닐라 도넛,7.8,,,8.2,
951,404,도넛_바닐라빈 바이츠 도넛,7.04,15.49,59.15,12.68,1.41
952,326,도넛_바닐라초코볼 도넛,5.88,,,14.71,
953,400,도넛_바바리안 먼치킨 도넛,6,20,50,20,0
954,378,도넛_바바리안필드 도넛,5,18.33,48.33,13.33,0
955,443,도넛_바삭64겹 꽈배기,8,,,12,
958,418,도넛_벨지안초코 도넛,7.35,,,20.59,
961,364,도넛_생크림폭탄 도넛,5.45,21.82,34.55,10.91,18.18
968,380,도넛_스트로베리 먼치킨 도넛,5,18,50,20,0
969,372,도넛_스트로베리 필드 도넛,5,18.33,46.67,16.67,0
972,375,도넛_아침햇살 쌀꽈배기 도넛,4.69,12.5,60.94,15.63,0
973,408,도넛_앙버터 도넛,8,,,9,
985,446,도넛_용감한 쿠키 도넛,5.26,24.56,50.88,17.54,5.26
986,383,도넛_우리찹쌀 왕꽈배기,6.09,18.26,48.7,13.04,0
987,404,도넛_우유 도넛,7.8,,,8.2,
989,453,도넛_제주말차 우유 도넛,4.69,28.13,45.31,10.94,53.13
990,385,도넛_쫀드칸꽈배기 시나몬슈가,2.25,,,15.15,
1000,300,도넛_초당옥수수크림찹쌀 도넛,2.86,,,11.43,
1001,404,도넛_초코 도넛,7.8,,,40.8,
1002,418,도넛_초코 마카롱 도넛,5.88,,,5.88,
1004,415,도넛_초코 우유크림 듬뿍 도넛,5.95,,,23.81,
1007,400,도넛_초코크런치 도넛,5.45,,,14.55,
1010,407,도넛_추억의 옥수수 꽈배기 도넛,8.2,19.67,49.18,14.75,0
1011,429,도넛_추억의생도나스,17.95,21.79,55.13,17.95,179.49
1012,363,도넛_츄러스 꽈배기,5.98,,,13.68,
1015,312,도넛_카스텔라 꽈배기,6.23,,,14.38,
1016,393,도넛_카카오하니딥 도넛,3.51,21.05,47.37,21.05,0
1017,369,도넛_카카오하니딥먼치킨 도넛,4.62,15.38,53.85,23.08,0
1020,325,도넛_커스터드 도넛,5,13.33,45,6.67,0
1025,404,도넛_쿠키앤크림 도넛,7.8,,,8.2,
1027,367,도넛_크리스탈슈가 도넛,6.12,,,10.2,
1030,410,도넛_트러플 크림 듬뿍 도넛,5.95,,,21.43,
1035,348,도넛_퐁신퐁신우유 도넛,4.9,,,11.76,
1037,405,도넛_플라밍고 도넛,5.45,,,18.18,
1039,457,도넛_허니 올드훼션드 도넛,3.17,25.4,53.97,31.75,6.35
1040,355,도넛_허니찹쌀스틱,4.26,10.21,61.7,6.38,1.28
1042,392,도넛_화이트유니버스 도넛,5.77,,,13.46,
1045,350,도넛_흑미고구마찹쌀 도넛,4,,,16,
1047,314,도넛_흑임자크림찹쌀 도넛,2.86,,,11.43,
1251,253,또띠아_뉴비프 브리또,8.89,,,31.11,
1252,234,또띠아_또띠아,15.64,9.45,21.09,5.09,33.45
1254,244,또띠아_머스타드치킨 브리또,11.05,,,1.74,
1255,220,또띠아_미트살사소시지 브리또,16.38,,,1.69,
1256,218,또띠아_바삭 불고기&트리플 치즈 치킨 퀘사디아,13.89,,,3.89,
1258,299,또띠아_불고기 브리또,9.29,,,0,
1257,196,또띠아_불고기 베이크,10.33,4.42,28.67,5.67,6
1259,198,또띠아_불닭 베이크,10.75,2.92,32,7.08,5.83
1260,263,또띠아_소고기 브리또,8.13,10,35,5.63,11.63
1262,259,또띠아_치킨 치즈 브리또,11.49,11.49,27.59,2.3,28.16
1264,228,또띠아_핫치킨 브리또,11,8,28,2,14
1265,214,또띠아_핫칠리치킨 브리또,15,,,0,
1253,211,또띠아_라구듬뿍치즈 브리또,7.23,,,11.91,
1261,220,또띠아_치킨 브리또,9.66,,,2.07,
1263,202,또띠아_트위스터,9.84,10.77,18.69,1.09,13.5
1648,374,롤빵_달콤한크림치즈시나몬롤,6.32,,,21.05,
1655,375,롤빵_클래식시나몬롤,7.5,,,17.5,
1646,330,롤빵_녹차 도쿄롤,6,,,17,
1647,402,롤빵_달달연유롤빵,6.52,21.74,45.65,15.22,7.61
1649,293,롤빵_망고 도쿄롤,5,,,15,
1650,317,롤빵_목장의아침우유롤,5.56,,,21.11,
1651,328,롤빵_오리지널 도쿄롤,7,,,19,
1652,306,롤빵_우유 생크림롤,5.63,20,26.25,16.88,121.88
1653,315,롤빵_자색 고구마 도쿄롤,4,,,20,
1654,402,롤빵_카멜크림롤,4.35,,,18.48,
1656,337,롤빵_화이트 초코 도쿄롤,7,,,19,
1662,327,마늘빵_부드러운갈릭브레드,6,13.33,44,16,10
1663,357,마늘빵_프렌치마늘빵,4.76,11.9,52.38,14.29,16.67
1683,236,마카롱_갤럭시 마카롱,9.29,,,22.86,
1684,354,마카롱_까망베르 치즈 마카롱,8.33,,,41.67,
1685,490,마카롱_녹차 마카롱,5.45,,,43.03,
1686,377,마카롱_녹차모찌 마카롱,3.85,,,27.69,
1688,463,마카롱_다크 초콜릿 마카롱,8.57,,,45.71,
1689,267,마카롱_다크초코가나슈 마카롱,3.33,,,26.67,
1690,303,마카롱_달고나 마카롱,6.06,,,30.3,
1691,450,마카롱_더블 초코 뚱카롱,6.67,,,40,
1694,190,마카롱_딸기 마카롱,1.9,,,19.05,
1695,617,마카롱_딸기 치즈케익 뚱카롱,6.67,,,86.67,
1697,375,마카롱_딸기가나슈 마카롱,4.17,20.83,45.83,33.33,0
1699,452,마카롱_딸기요거트 마카롱,6,,,36,
1696,330,마카롱_딸기 퐁카롱,6.67,,,46.67,
1701,484,마카롱_레드벨벳 마카롱,4.85,,,40.61,
1702,496,마카롱_레몬 마카롱,4,,,32,
1703,449,마카롱_레인보우 마카롱,8,,,39,
1704,400,마카롱_로즈라즈베리 뚱카롱,4,,,36,
1705,409,마카롱_리얼블루베리 마카롱,5.49,,,45.15,
1706,469,마카롱_리얼치즈 마카롱,6.17,,,37.86,
1707,400,마카롱_마다가스카르바닐라 마카롱,4,,,40,
1709,413,마카롱_마카롱,7.5,,,22.5,
1711,404,마카롱_망고가나슈 마카롱,6.67,,,30,
1712,400,마카롱_망고프로피컬 마카롱,4,,,52,
1713,502,마카롱_메가초코 마카롱,8,,,40,
1714,477,마카롱_민트초코 마카롱,4.64,,,45.57,
1716,417,마카롱_바닐라 딜라이트 뚱카롱,20,,,36.67,
1717,498,마카롱_바닐라 마카롱,8,,,34,
1718,456,마카롱_벚꽃 마카롱 5종 세트,6.87,,51.33,27.07,
1719,420,마카롱_벨지안초콜릿 마카롱,4,,,44,
1720,440,마카롱_블루베리 마카롱,8.57,,,48.57,
1721,451,마카롱_블루하와이 마카롱,4.85,,,44.85,
1722,440,마카롱_뽀또치즈 마카롱,6.25,,,29.17,
1723,378,마카롱_산딸기 마카롱,7.41,,,62.96,
1724,287,마카롱_샤인머스켓 마카롱,2.63,,,28.95,
1725,190,마카롱_소다 마카롱,1.9,,,19.05,
1728,190,마카롱_솜사탕 마카롱,1.9,,,19.05,
1729,440,마카롱_순우유 뚱카롱,4.17,,,27.08,
1730,456,마카롱_슈팅요거트 마카롱,5.91,,,45.99,
1731,365,마카롱_슈팅캔디 마카롱,5,,,35.77,
1732,457,마카롱_스트로베리 마카롱,10,,,46.67,
1733,433,마카롱_스트로베리 치즈 마카롱,6.67,,,23.33,
1736,500,마카롱_얼그레이 쇼콜라 마카롱,6.67,,,30,
1735,425,마카롱_얼그레이 마카롱,6.06,,,47.88,
1741,483,마카롱_오마이그린티 마카롱,6.9,,,44.83,
1744,410,마카롱_우유치즈 마카롱,6,,,42,
1746,236,마카롱_유니콘 마카롱,3.21,,,22.86,
1747,491,마카롱_유니콘프라페 마카롱,8.09,,,41.28,
1748,375,마카롱_유자가나슈 마카롱,4.17,20.83,41.67,33.33,0
1750,423,마카롱_인절미 마카롱,7.69,,,33.85,
1751,413,마카롱_천사의눈물 마카롱,6.88,,,46.88,
1752,411,마카롱_초땅샌드 마카롱,4,,,46.67,
1753,190,마카롱_초코 마카롱,1.9,,,19.05,
1755,375,마카롱_초코떡카롱,8.33,20.83,45.83,33.33,0
1757,481,마카롱_초코악마 마카롱,7.69,,,65.38,
1754,273,마카롱_초코 퐁카롱,3.33,,,43.33,
1758,460,마카롱_초코프레소 마카롱,5.91,,,42.19,
1759,452,마카롱_초콜릿 마카롱,3.7,,,59.26,
1760,496,마카롱_치즈 마카롱,4,,,32,
1762,190,마카롱_카라멜 마카롱,1.9,,,19.05,
1763,400,마카롱_카라멜솔티드 뚱카롱,8,,,36,
1764,435,마카롱_쿠앤크 마카롱,4.17,1.88,,25,
1766,429,마카롱_쿠쿠촉촉가나슈 마카롱,6.25,,,40.42,
1765,485,마카롱_쿠쿠촉촉 마카롱,6.67,,,44.24,
1767,513,마카롱_쿠쿠피그 마카롱,5.13,,,33.33,
1768,400,마카롱_쿠크샌드 마카롱,4,,,44.44,
1769,483,마카롱_쿠키 앤 크림 마카롱,6.67,,,26.67,
1771,480,마카롱_쿠키프라페 마카롱,6,,,42,
1772,447,마카롱_크랜베리딸기 마카롱,4.22,,,42.19,
1774,482,마카롱_크림치즈티라미수 마카롱,4.62,,,39.27,
1775,500,마카롱_타르트에빠진레드벨벳치즈 마카롱,5.88,,,33.33,
1777,303,마카롱_패션후르츠 마카롱,2.63,,,28.95,
1778,491,마카롱_퐁크러쉬 마카롱,8.09,,,41.28,
1779,375,마카롱_프렌치 블루베리 마카롱,4.17,20.83,50,41.67,20.83
1780,190,마카롱_피스타치오 마카롱,1.9,,,19.05,
1781,332,마카롱_피치오레오 마카롱,2.63,,,34.21,
1782,500,마카롱_핑쿠핑쿠 마카롱,3.23,,,35.48,
1784,375,마카롱_핑크솔티드 카라멜 마카롱,4.17,,,41.67,
1785,470,마카롱_허니레몬 마카롱,4.85,,,40,
1786,190,마카롱_호박고구마 마카롱,1.9,,,19.05,
1687,528,마카롱_누텔라 뚱카롱,6,,,39,
1692,498,마카롱_돼지바 뚱카롱,5,,,25,
1693,400,마카롱_돼지바 마카롱,4.44,,,24.44,
1698,439,마카롱_딸기요거트 뚱카롱,1.4,,,22.3,
1700,493,마카롱_라즈베리 뚱카롱,6,,,30,
1708,502,마카롱_마약옥수수 뚱카롱,7,,,35,
1710,466,마카롱_말차 뚱카롱,7,,,27,
1715,440,마카롱_바나나누텔라 마카롱,4.17,,,29.17,
1726,437,마카롱_솔티드카라멜 마카롱,6.33,,59,44.67,
1727,439,마카롱_솔티카라멜 뚱카롱,1.4,,,22.3,
1734,559,마카롱_아몬드봉봉 마카롱,7.47,,61.81,47.66,0.69
1737,469,마카롱_연유 뚱카롱,6,,,32,
1738,486,마카롱_오레오 뚱카롱,7,,,29,
1739,417,마카롱_오레오 마카롱,4.76,,,26.19,
1740,427,마카롱_오렌지얼그레이 마카롱,7,,54,42,
1742,447,마카롱_요거트 마카롱,6.67,,56.33,41.33,
1743,538,마카롱_우유 마카롱,9.84,,60.56,43.44,0.75
1745,454,마카롱_월드콘 마카롱,4.17,,,31.25,
1749,439,마카롱_인절미 뚱카롱,1.4,,,22.3,
1756,410,마카롱_초코라떼 마카롱,4.17,,,27.08,
1761,450,마카롱_치즈케이크 마카롱,7,,45,27.67,
1770,435,마카롱_쿠키앤크림 마카롱,6.25,,,25,
1773,493,마카롱_크림브륄레 마카롱,7,,48,43,
1776,435,마카롱_토피넛크런치 마카롱,4.17,,,31.25,
1783,427,마카롱_핑크딸기 마카롱,4.17,,,29.17,
1787,486,마카롱_황치즈 뚱카롱,7,,,29,
1788,553,마카롱_황치즈 마카롱,7.69,,59,44.25,0.63
1834,333,머핀_까놀레,4.44,,,8.89,
1836,438,머핀_마드렌,6.25,,,18.75,
1837,465,머핀_마들렌,6,,,32,
1839,394,머핀_블루베리 머핀,5.45,20.91,45.45,26.36,48.18
1840,500,머핀_생미쉘시트러스마들렌,5,,,35,
1841,333,머핀_쌀휘낭시에,6.67,,,16.67,
1842,378,머핀_얼그레이 레몬 머핀,5.56,,,17.78,
1844,236,머핀_잉글리쉬 머핀,11.67,,,2.5,
1847,356,머핀_초코 바나나 머핀,5.56,,,22.22,
1845,418,머핀_초코 마들렌,6.5,24.9,42,17.4,
1846,423,머핀_초코 머핀,5,,,24,
1849,382,머핀_초코칩 머핀,6.36,18.18,49.09,29.09,32.73
1850,575,머핀_초콜릿휘낭시에 글루텐프리,7.5,,,102.5,
1851,401,머핀_치즈 머핀,7.14,,,10,
1852,394,머핀_카러멜 마들렌,5.6,,,23.2,
1854,393,머핀_크림치즈 머핀,6.36,20.91,45.45,24.55,43.64
1855,446,머핀_플레인 머핀,4,,,26,
1856,385,머핀_피낭시에,7.69,,,26.92,
1859,575,머핀_휘낭시에 글루텐프리,7.5,,,102.5,
1833,536,머핀_게랑트쇼콜라,4.7,29.9,62,37.3,
1835,397,머핀_레몬 마들렌,5.9,22.7,42.3,22.1,
1838,343,머핀_머핀,3.57,,,19.29,
1843,527,머핀_얼그레이 휘낭시에,6.29,,,35.43,
1848,429,머핀_초코범벅,5.71,,,34.29,
1853,394,머핀_캐러멜 마들렌,5.6,21.2,45.1,23.2,
1857,440,머핀_허쉬초코 머핀,7,23,51,29,36
1858,527,머핀_헤이즐넛 휘낭시에,6.29,,,35.43,
1860,535,머핀_휘낭시에 로투스,6.98,25.58,67.44,41.86,127.91
1861,526,머핀_휘낭시에 소보로,6.98,25.58,65.12,39.53,134.88
1862,667,머핀_휘낭시에 소시지,11.63,39.53,55.81,37.21,162.79
1863,572,머핀_휘낭시에 약과,6.98,25.58,72.09,39.53,127.91
1864,563,머핀_휘낭시에 오레오,6.98,27.91,69.77,44.19,127.91
1865,509,머핀_휘낭시에 크림치즈,6.98,27.91,55.81,34.88,148.84
1866,447,머핀_휘낭시에 플레인,4.65,20.93,53.49,34.88,127.91
1897,329,모닝빵_바로만든모닝빵,10,,,8,
1898,390,모닝빵_부드러운연유브레드,7,,,14,
1899,323,모닝빵_순수한맛순우유롤,9.24,,,7.61,
1900,386,모닝빵_스위트밀크롤,9.09,17.27,50,13.64,0
1901,366,모닝빵_야채모닝롤,11,,,7,
1902,408,모닝빵_연유퐁당밀크 브레드,6.15,,,18.46,
1904,383,모닝빵_진한초코브레드,7.3,,,19.71,
1906,279,모닝빵_폭신폭신우유 브레드,9.41,,,9.41,
1907,348,모닝빵_한겹한겹촉촉한밀크 브레드,7.81,,,19.53,
1908,391,모닝빵_혼자서도즐기는연유브레드,7.03,,,14.84,
1896,345,모닝빵_굿모닝브리오슈,9.1,,,7.2,
1903,396,모닝빵_우유듬뿍연유브레드,6.95,14.44,57.75,14.44,24.06
1905,372,모닝빵_초코아몬드브레드,8.53,14.73,48.84,19.38,15.5
2135,327,바게트_갈릭 바게트볼,7.78,,,40,
2136,369,바게트_갈릭 치즈 부기브레드,9.41,,,0.47,
2140,373,바게트_달콤한 연유바게뜨,6.67,,,10.67,
2141,424,바게트_대파 바게트볼,7.78,,,12.22,
2142,425,바게트_마늘 바게트,8,,,14.67,
2143,324,바게트_마늘모닝바게뜨,8.57,8.57,51.9,4.29,23.81
2144,330,바게트_마늘바게뜨,7,,,9,
2145,350,바게트_마늘빵,7.14,,,4.29,
2146,243,바게트_마롱깜파뉴,6.82,,,8.64,
2148,258,바게트_모닝바게뜨,8.95,,,0,
2149,405,바게트_무화과크림 바게트,5.8,22.5,44.9,14.6,
2150,278,바게트_미엘프로마쥬,7.76,,,6.53,
2152,405,바게트_반미마늘스틱,4.55,,,20.45,
2153,246,바게트_반미바게뜨,5.13,,,2.56,
